"Date","서울시 평균","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구","","","",""
"2023-09-20","15","16","","14","18","14","14","11","13","15","16","16","16","18","15","14","20","14","15","14","17","14","11","15","16","15","","","",""
"2023-09-21","4","4","","3","6","5","3","2","3","4","3","4","4","16","4","1","5","3","4","3","4","5","3","4","3","4","","","",""
"2023-09-22","9","10","","8","8","11","5","7","8","9","8","10","10","11","8","9","10","8","9","8","10","11","8","10","9","9","","","",""
"2023-09-23","10","9","","9","9","11","8","7","10","10","8","9","11","11","8","9","10","7","14","10","13","10","8","9","9","9","","","",""
"2023-09-24","4","4","","4","4","6","4","3","3","5","4","4","6","6","4","3","5","3","6","4","6","4","3","5","5","4","","","",""
"2023-09-25","4","5","","3","4","6","4","2","3","3","3","3","5","5","2","4","4","1","5","4","3","4","1","5","3","3","","","",""
"2023-09-26","3","3","","2","2","3","2","1","2","2","2","1","4","4","2","1","4","1","4","2","11","2","2","2","3","","","","",""
"2023-09-27","4","5","","4","4","4","1","3","4","5","3","2","5","6","6","1","5","4","5","5","5","5","5","5","4","4","","","",""
"2023-09-28","32","33","","31","30","34","30","34","32","31","30","32","33","34","35","34","31","31","30","33","33","32","34","32","31","31","","","",""
"2023-09-29","19","23","","12","25","23","23","17","21","18","12","18","26","22","14","21","21","12","26","18","24","17","14","16","20","21","","","",""
"2023-09-30","12","13","","13","11","15","12","9","10","13","9","14","13","14","14","11","13","11","13","11","11","13","14","14","12","13","","","",""
"2023-10-01","9","10","","8","7","10","8","7","7","10","8","10","9","11","10","7","9","6","9","7","12","10","10","9","8","10","","","",""
"2023-10-02","8","10","","8","7","12","8","7","7","9","6","10","9","10","8","6","10","7","10","8","9","10","6","10","8","8","","","",""
"2023-10-03","11","11","","10","10","13","10","9","10","12","9","12","12","13","10","8","11","9","11","11","13","12","9","13","12","10","","","",""
"2023-10-04","13","12","","12","12","14","11","11","13","13","11","13","14","14","12","14","13","11","13","13","14","12","13","14","12","12","","","",""
"2023-10-05","6","7","","6","4","7","6","4","5","7","5","7","7","7","7","5","7","4","8","6","8","6","6","7","6","7","","","",""
"2023-10-06","9","10","6","7","5","11","8","6","9","10","7","10","10","11","8","9","10","8","10","9","11","11","7","11","8","9","","","",""
"2023-10-07","11","9","4","10","10","14","7","8","10","12","10","10","11","12","9","8","10","10","11","24","30","10","7","11","11","9","","","",""
"2023-10-08","5","5","1","5","5","6","4","3","5","7","5","5","7","7","5","4","6","5","6","5","8","6","6","6","5","4","","","",""
"2023-10-09","5","6","2","5","5","6","5","4","4","7","6","6","6","6","7","5","5","4","7","5","7","7","4","6","5","6","","","",""
"2023-10-10","10","10","6","10","9","14","9","8","12","12","5","11","11","14","8","11","11","10","11","13","14","12","9","11","6","9","","","",""
"2023-10-11","14","14","14","13","13","16","12","9","13","15","11","16","14","14","12","13","14","12","14","14","16","16","10","17","15","14","","","",""
"2023-10-12","16","16","16","15","16","18","12","14","18","17","13","18","17","18","16","14","18","15","17","17","19","17","12","19","17","16","","","",""
"2023-10-13","21","22","21","20","19","22","20","20","22","23","16","23","21","23","21","22","21","22","23","19","22","22","18","23","21","20","","","",""
"2023-10-14","20","20","28","18","16","19","27","18","15","20","19","22","16","21","20","20","21","23","19","17","19","21","16","19","21","19","","","",""
"2023-10-15","16","17","24","13","14","19","15","24","14","16","13","16","16","16","16","22","16","17","17","16","16","16","10","16","14","16","","","",""
"2023-10-16","18","18","23","18","15","19","19","15","18","21","16","19","18","19","21","17","19","18","20","17","18","18","16","19","18","20","","","",""
"2023-10-17","13","15","19","11","11","14","16","12","11","14","9","12","12","15","12","12","16","12","15","13","15","13","9","16","11","15","","","",""
"2023-10-18","17","16","21","16","15","17","16","20","16","19","16","18","16","17","17","18","16","18","19","15","16","19","16","18","18","17","","","",""
"2023-10-19","18","17","25","15","16","19","14","21","18","16","19","18","18","18","20","24","17","20","15","16","21","17","20","15","19","17","","","",""
"2023-10-20","6","7","8","7","5","7","7","4","5","8","6","7","6","7","8","6","7","5","7","6","7","6","5","7","6","7","","","",""
"2023-10-21","7","7","8","6","4","8","6","3","6","7","5","6","7","8","8","7","7","5","6","7","10","6","5","7","7","7","","","",""
"2023-10-22","10","10","11","13","8","13","9","7","9","12","8","11","10","11","13","11","11","11","10","10","11","10","9","11","10","11","","","",""
"2023-10-23","16","16","22","14","13","16","14","16","14","16","16","17","15","17","18","21","16","18","14","15","17","17","16","15","16","16","","","",""
"2023-10-24","21","21","30","19","19","","19","24","20","21","23","20","19","20","25","27","19","23","20","21","21","20","22","21","21","19","","","",""
"2023-10-25","23","25","36","19","20","21","21","25","19","23","25","24","17","22","24","29","22","27","20","21","23","22","20","24","22","21","","","",""
"2023-10-26","33","34","38","30","35","31","29","43","38","30","35","33","32","31","36","41","29","35","30","36","34","28","32","32","33","30","","","",""
"2023-10-27","16","15","11","15","14","18","11","15","17","15","14","17","17","18","17","15","16","16","14","16","18","17","17","18","16","13","","","",""
"2023-10-28","19","18","15","19","16","23","12","20","19","21","18","20","20","20","18","17","18","20","19","19","21","21","17","22","19","18","","","",""
"2023-10-29","17","17","14","17","15","20","15","16","18","20","16","20","20","18","14","17","16","18","20","18","18","20","14","20","17","17","","","",""
"2023-10-30","25","27","28","22","21","26","22","29","25","26","25","25","25","24","26","32","23","27","26","24","26","24","20","26","24","23","","","",""
"2023-10-31","30","34","43","25","23","23","33","32","30","27","31","34","25","25","31","40","28","34","29","27","27","27","28","31","28","30","","","",""
"2023-11-01","25","26","30","26","19","21","21","24","25","25","30","28","24","22","25","30","24","28","25","21","22","23","28","26","26","24","","","",""
"2023-11-02","19","19","19","20","14","18","17","16","18","20","20","20","19","17","19","22","19","21","18","17","17","19","22","20","20","20","","","",""
"2023-11-03","15","17","16","15","12","15","14","13","15","16","16","17","14","14","15","17","16","16","16","15","15","16","19","16","15","16","","","",""
"2023-11-04","18","17","17","16","16","19","13","17","20","17","16","18","21","19","18","18","18","17","20","19","22","18","23","17","17","16","","","",""
"2023-11-05","9","10","6","10","8","10","9","6","11","10","8","9","10","10","9","9","10","9","11","9","11","10","9","9","10","9","","","",""
"2023-11-06","7","8","5","8","6","8","6","6","7","8","7","8","8","7","8","8","7","8","8","6","7","7","11","8","7","9","","","",""
"2023-11-07","7","7","2","6","6","8","6","5","7","8","6","7","8","7","8","8","7","6","9","6","7","9","9","8","7","8","","","",""
"2023-11-08","12","12","8","7","11","14","10","13","10","12","9","12","12","13","11","17","13","13","12","11","15","15","8","14","12","11","","","",""
"2023-11-09","17","16","14","15","15","17","14","18","16","17","18","16","16","16","19","22","16","16","17","16","19","16","14","17","18","16","","","",""
"2023-11-10","9","10","6","9","7","9","8","7","9","11","8","8","10","10","10","10","9","7","11","9","9","9","7","11","9","10","","","",""
"2023-11-11","10","10","7","9","9","11","9","8","10","12","9","9","11","11","11","14","10","7","11","11","11","11","9","11","10","12","","","",""
"2023-11-12","11","11","7","12","8","11","10","7","10","14","11","10","11","12","12","16","11","9","12","10","10","11","10","12","11","12","","","",""
"2023-11-13","14","13","10","13","11","14","12","11","14","16","13","12","14","15","14","20","13","12","14","13","14","13","13","15","15","14","","","",""
"2023-11-14","15","15","15","13","13","15","14","14","16","16","14","14","15","16","17","23","15","14","16","14","16","15","11","16","15","15","","","",""
"2023-11-15","29","29","31","22","28","29","26","33","30","29","28","30","30","30","29","43","28","28","28","31","32","26","22","30","29","28","","","",""
"2023-11-16","34","34","39","31","31","30","33","34","32","33","35","38","33","36","37","45","34","33","32","36","37","29","28","36","38","35","","","",""
"2023-11-17","9","10","7","7","7","9","8","7","8","10","8","9","10","9","11","13","9","7","10","8","9","9","10","10","10","11","","","",""
"2023-11-18","14","13","9","14","11","14","12","11","14","17","13","14","15","15","14","15","13","12","15","13","13","16","13","15","14","15","","","",""
"2023-11-19","24","22","23","23","21","25","21","25","24","25","24","26","24","25","25","28","21","25","22","22","24","23","22","25","25","25","","","",""
"2023-11-20","18","18","16","17","15","19","16","17","18","20","17","19","18","18","19","22","15","17","19","17","18","17","14","19","18","18","","","",""
"2023-11-21","22","22","22","21","21","23","19","25","20","24","22","22","23","23","23","32","19","22","21","22","24","21","17","22","21","22","","","",""
"2023-11-22","27","27","36","25","23","25","28","26","22","31","32","30","26","26","27","34","25","29","26","24","29","24","22","27","27","30","","","",""
"2023-11-23","48","47","52","42","50","49","41","53","52","43","47","50","48","54","52","60","42","47","42","50","51","41","51","47","50","48","","","",""
"2023-11-24","8","8","4","8","7","7","7","6","7","9","9","8","8","7","9","11","8","7","8","8","7","9","8","10","9","8","","","",""
"2023-11-25","9","9","1","10","8","9","8","7","10","11","10","8","11","10","10","12","8","8","10","9","9","12","8","10","9","10","","","",""
"2023-11-26","15","15","14","16","13","14","15","13","15","17","18","15","16","16","17","17","14","16","17","14","15","14","15","17","16","17","","","",""
"2023-11-27","25","24","25","25","22","23","22","24","23","26","27","27","24","25","27","32","22","27","22","24","24","22","24","27","28","26","","","",""
"2023-11-28","18","18","16","18","16","16","16","15","19","19","18","18","18","17","19","20","17","17","18","18","18","17","18","20","20","19","","","",""
"2023-11-29","8","9","3","7","7","9","8","8","9","10","10","9","9","9","10","11","9","8","9","4","9","8","8","10","4","10","","","",""
"2023-11-30","7","8","4","8","7","7","6","5","7","9","7","7","9","7","8","8","8","6","7","8","8","9","5","9","8","7","","","",""
"2023-12-01","11","10","7","11","9","11","9","9","12","13","11","10","12","11","12","11","11","10","11","11","10","12","9","13","11","11","","","",""
"2023-12-02","19","19","18","19","16","19","17","19","19","23","20","18","20","20","20","20","18","18","18","19","19","18","18","21","20","19","","","",""
"2023-12-03","23","23","21","23","21","24","20","23","24","26","22","22","25","23","25","22","20","21","23","26","23","23","20","25","24","23","","","",""
"2023-12-04","25","25","24","24","22","26","23","27","26","30","26","25","27","27","25","26","23","26","23","26","26","24","21","29","27","26","","","",""
"2023-12-05","27","25","26","21","27","29","21","30","27","28","26","27","29","30","24","30","23","27","25","31","31","23","23","30","29","24","","","",""
"2023-12-06","46","35","46","45","46","49","39","51","50","46","45","46","49","48","46","49","43","43","41","51","50","37","47","48","49","43","","","",""
"2023-12-07","16","16","13","16","15","18","13","16","14","19","18","15","16","16","19","16","15","18","19","17","15","13","16","16","16","17","","","",""
"2023-12-08","22","21","22","21","23","27","18","25","19","22","24","20","23","21","27","22","21","24","27","23","21","18","24","22","21","21","","","",""
"2023-12-09","32","33","36","31","28","31","31","33","27","31","35","31","32","29","33","35","30","34","35","31","29","28","34","32","28","32","","","",""
"2023-12-10","33","34","34","29","26","36","33","33","34","36","34","33","39","30","35","32","32","35","41","30","30","33","33","37","34","33","","","",""
"2023-12-11","2","2","1","2","2","2","2","2","2","3","2","2","3","2","2","1","2","2","2","2","2","2","2","2","2","2","","","",""
"2023-12-12","3","1","1","2","3","3","1","2","3","3","2","3","3","4","2","2","3","3","2","3","5","4","2","3","3","2","","","",""
"2023-12-13","6","5","2","4","6","7","3","6","5","9","9","6","7","9","5","6","6","7","6","8","9","7","4","7","7","5","","","",""
"2023-12-14","5","4","1","5","4","4","3","5","3","8","7","5","5","5","3","3","4","6","5","5","6","5","4","6","6","4","","","",""
"2023-12-15","2","2","1","2","2","4","1","4","2","3","4","2","2","3","3","2","2","3","2","2","3","2","3","3","3","1","","","",""
"2023-12-16","9","10","7","9","8","10","8","9","8","9","9","9","10","8","10","9","9","9","9","11","9","8","8","11","11","9","","","",""
"2023-12-17","7","7","6","8","6","7","6","5","7","8","8","7","8","5","7","5","7","6","6","8","7","8","7","9","8","7","","","",""
"2023-12-18","7","7","3","7","5","6","7","5","7","9","8","6","8","8","7","5","8","6","8","8","7","9","5","9","8","7","","","",""
"2023-12-19","15","16","14","14","12","16","13","17","16","18","16","13","18","17","14","16","15","14","15","18","15","15","12","17","16","15","","","",""
"2023-12-20","27","28","23","28","24","27","23","27","30","31","27","26","31","27","27","26","24","26","27","32","26","25","25","30","29","26","","","",""
"2023-12-21","12","13","8","14","10","11","11","12","13","16","12","12","14","13","13","9","13","11","13","15","12","14","10","16","14","12","","","",""
"2023-12-22","11","11","8","12","9","11","9","11","12","15","10","10","13","11","11","7","9","10","13","13","10","12","9","17","12","11","","","",""
"2023-12-23","19","18","16","20","14","18","15","19","19","26","20","18","19","21","19","16","17","20","17","20","18","17","16","23","21","18","","","",""
"2023-12-24","27","27","28","27","24","29","22","31","28","28","26","27","29","31","27","28","26","27","22","33","27","23","27","32","31","27","","","",""
"2023-12-25","35","35","38","37","30","35","30","38","39","40","35","33","37","35","35","34","33","36","30","38","33","29","34","39","36","34","","","",""
"2023-12-26","35","34","38","36","28","34","29","35","36","41","38","36","35","37","36","36","32","37","30","38","34","30","34","39","36","34","","","",""
"2023-12-27","56","51","52","50","55","64","43","51","69","57","55","56","65","61","58","64","47","58","47","70","61","47","54","65","61","47","","","",""
"2023-12-28","41","37","40","38","37","44","34","67","48","45","41","36","39","45","41","41","35","39","39","48","42","32","38","44","41","39","","","",""
"2023-12-29","32","33","34","31","29","32","30","29","35","36","32","32","34","33","33","33","30","33","32","34","32","28","30","37","33","31","","","",""
"2023-12-30","31","33","37","26","28","35","28","35","34","34","28","31","38","31","24","36","30","30","32","36","35","25","22","33","30","29","","","",""
"2023-12-31","17","18","14","11","17","21","13","21","19","17","14","17","19","21","19","19","17","18","16","22","18","15","18","18","18","16","","","",""
"2024-01-01","19","20","16","16","20","25","13","25","22","20","16","18","21","23","19","21","18","18","18","25","22","16","17","20","21","16","","","",""
"2024-01-02","29","29","30","25","26","28","26","29","34","29","25","27","32","30","30","29","26","27","29","33","30","26","28","32","29","28","","","",""
"2024-01-03","29","31","30","25","28","30","26","33","34","29","28","28","32","30","30","31","27","28","29","33","30","26","30","31","30","28","","","",""
"2024-01-04","36","36","42","37","30","32","33","35","35","40","39","36","34","37","37","34","34","39","36","37","35","33","35","40","39","36","","","",""
"2024-01-05","56","57","60","57","40","55","47","58","61","57","59","55","57","54","59","61","49","58","49","57","53","61","60","59","56","55","","","",""
"2024-01-06","13","13","13","13","13","12","12","12","13","18","14","14","12","11","15","9","12","14","12","13","11","12","16","15","13","15","","","",""
"2024-01-07","14","15","11","14","16","13","13","14","13","14","14","14","15","13","15","11","12","14","13","16","13","13","14","16","15","14","","","",""
"2024-01-08","13","14","11","13","10","12","12","13","15","14","13","13","14","11","14","11","12","14","13","14","14","12","11","16","14","14","","","",""
"2024-01-09","26","25","23","26","23","23","22","28","26","28","28","25","28","27","27","27","23","26","20","27","27","19","27","31","28","24","","","",""
"2024-01-10","56","56","56","49","54","54","47","61","67","61","56","54","60","59","57","59","48","55","45","68","60","45","54","65","59","53","","","",""
"2024-01-11","50","51","52","51","53","45","57","50","57","56","51","49","51","50","48","50","45","48","41","54","50","40","48","59","51","50","","","",""
"2024-01-12","34","36","35","34","29","34","10","37","38","38","35","34","39","36","36","35","29","32","31","38","36","30","33","41","36","35","","","",""
"2024-01-13","13","13","11","14","9","13","11","13","13","15","13","13","12","13","16","11","11","13","12","13","13","13","10","16","13","12","","","",""
"2024-01-14","23","23","22","24","19","22","21","23","22","27","24","24","24","24","23","22","21","26","21","23","23","21","21","29","25","23","","","",""
"2024-01-15","10","12","7","11","6","9","10","7","8","11","10","11","10","8","12","8","10","10","12","9","9","10","10","14","11","10","","","",""
"2024-01-16","18","19","16","17","11","20","15","19","20","21","18","16","21","18","20","18","15","18","17","18","18","16","13","22","18","16","","","",""
"2024-01-17","27","27","28","27","22","26","22","29","28","33","31","27","32","26","23","29","24","28","25","29","29","22","18","31","27","27","","","",""
"2024-01-18","20","20","20","21","22","18","17","21","21","21","23","20","20","21","21","27","19","21","19","21","23","17","11","23","21","18","","","",""
"2024-01-19","8","9","3","8","8","8","7","7","7","9","14","7","9","8","8","10","8","9","9","8","11","10","10","9","9","7","","","",""
"2024-01-20","2","2","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","1","3","2","3","1","2","2","2","2","","","",""
"2024-01-21","9","9","7","10","4","9","8","9","9","11","9","9","9","10","11","7","8","9","9","10","9","9","9","11","9","8","","","",""
"2024-01-22","20","21","17","24","18","19","20","17","18","27","20","20","21","18","19","17","18","19","20","21","19","21","18","25","22","21","","","",""
"2024-01-23","12","13","8","13","9","11","11","9","15","15","13","11","14","12","12","9","12","10","13","13","11","12","9","16","13","13","","","",""
"2024-01-24","11","12","6","11","9","11","11","9","11","14","12","11","12","12","11","9","12","9","12","13","11","11","9","14","12","11","","","",""
"2024-01-25","13","13","10","13","9","12","12","10","13","15","12","13","13","13","14","10","12","12","13","13","12","13","11","17","14","14","","","",""
"2024-01-26","22","23","25","23","13","23","21","24","25","24","24","21","23","24","26","22","19","22","19","23","23","20","21","27","24","22","","","",""
"2024-01-27","37","39","45","36","31","36","36","38","40","43","39","38","39","40","38","37","31","36","33","39","37","33","34","42","36","38","","","",""
"2024-01-28","22","20","25","25","16","20","21","19","22","35","27","21","21","18","22","19","18","22","20","21","19","19","20","25","20","25","","","",""
"2024-01-29","32","33","32","31","29","31","28","34","34","35","33","29","33","33","33","31","27","29","29","36","33","29","29","37","32","31","","","",""
"2024-01-30","41","41","41","37","38","45","35","46","50","49","39","39","48","44","40","46","34","39","37","46","41","39","36","49","42","36","","","",""
"2024-01-31","41","39","39","41","41","42","36","45","47","43","40","38","44","43","42","42","34","40","35","46","42","38","41","47","43","39","","","",""
"2024-02-01","60","56","57","60","64","60","47","67","74","66","58","55","66","66","58","63","49","55","50","77","65","56","61","67","58","53","","","",""
"2024-02-02","33","31","30","24","34","42","26","46","54","27","26","26","38","35","30","35","26","26","27","47","42","29","30","33","30","24","","","",""
"2024-02-03","26","23","21","21","40","28","19","30","33","27","25","24","29","30","24","28","21","23","23","30","30","23","26","28","24","20","","","",""
"2024-02-04","17","14","11","18","20","18","11","19","17","18","18","15","18","21","20","19","12","15","12","19","20","13","20","18","17","13","","","",""
"2024-02-05","3","3","1","3","2","3","3","3","2","2","4","2","3","3","5","4","3","3","3","3","4","3","2","3","4","3","","","",""
"2024-02-06","10","10","1","10","10","11","8","12","11","8","8","8","11","10","15","11","8","9","4","12","12","9","10","12","10","9","","","",""
"2024-02-07","26","29","23","21","24","27","24","26","30","31","20","25","30","27","30","27","24","22","26","30","28","27","25","31","27","23","","","",""
"2024-02-08","31","31","30","29","29","31","29","32","33","34","29","28","33","31","32","32","27","30","31","35","33","30","26","36","31","32","","","",""
"2024-02-09","26","24","25","26","30","26","26","23","24","37","26","26","24","25","29","23","22","25","23","28","25","24","22","30","25","28","","","",""
"2024-02-10","37","35","36","37","33","35","35","36","39","44","37","36","39","37","42","36","31","37","31","39","37","34","35","43","37","37","","","",""
"2024-02-11","50","48","50","50","33","51","49","46","52","61","48","52","49","49","55","45","43","50","49","49","48","50","49","63","52","54","","","",""
"2024-02-12","47","51","54","43","42","41","51","41","47","55","45","50","42","51","47","44","44","45","46","48","48","50","39","59","48","53","","","",""
"2024-02-13","44","41","40","43","39","43","40","40","43","53","43","43","43","55","44","39","40","43","41","44","48","41","53","52","42","43","","","",""
"2024-02-14","28","30","28","25","23","25","28","24","19","36","28","31","25","33","29","29","21","28","29","27","28","29","27","35","29","30","","","",""
"2024-02-15","15","16","14","14","12","13","17","12","17","18","15","15","13","14","20","15","15","15","18","13","15","15","16","18","14","18","","","",""
"2024-02-16","17","16","6","18","11","18","8","16","19","20","20","16","18","17","25","19","15","15","15","18","19","23","20","20","19","16","","","",""
"2024-02-17","31","28","28","30","28","32","26","33","31","38","35","30","31","33","35","35","25","29","26","34","35","26","31","35","32","30","","","",""
"2024-02-18","25","22","22","23","24","25","20","25","23","33","30","28","26","28","26","27","23","26","22","26","30","22","17","30","30","23","","","",""
"2024-02-19","8","9","7","5","8","9","8","7","7","10","8","8","8","9","15","8","7","8","8","7","9","7","11","9","8","9","","","",""
"2024-02-20","15","15","12","14","14","16","13","14","15","20","17","14","16","16","19","15","13","16","14","16","19","15","15","17","14","16","","","",""
"2024-02-21","1","1","1","1","1","1","1","1","1","1","2","1","1","1","5","1","2","1","1","1","3","1","1","1","2","1","","","",""
"2024-02-22","2","2","1","2","2","3","2","1","1","2","4","2","3","3","7","2","2","2","3","2","3","2","2","3","4","2","","","",""
"2024-02-23","4","4","1","4","4","5","2","2","3","7","5","4","5","5","9","3","5","5","5","4","6","4","4","6","7","3","","","",""
"2024-02-24","7","7","3","7","6","8","7","4","6","9","8","6","8","8","11","7","7","7","7","6","9","7","6","10","8","7","","","",""
"2024-02-25","11","10","5","10","10","13","8","10","11","12","11","10","12","12","15","9","10","8","10","12","12","11","11","12","12","8","","","",""
"2024-02-26","18","16","8","22","19","19","13","15","19","27","18","18","18","23","23","16","16","18","17","21","22","17","17","23","21","16","","","",""
"2024-02-27","9","7","2","9","7","10","8","4","8","11","9","9","10","10","12","10","9","9","10","8","10","9","9","12","12","10","","","",""
"2024-02-28","17","18","14","16","15","17","14","13","17","18","15","18","17","17","21","17","16","17","17","16","18","16","18","21","16","16","","","",""
"2024-02-29","35","35","35","32","32","34","35","33","35","40","38","36","34","35","37","37","31","35","33","35","37","32","33","39","37","38","","","",""
"2024-03-01","11","11","7","11","9","10","12","7","9","15","12","11","11","10","15","10","11","11","12","11","11","11","11","15","13","12","","","",""
"2024-03-02","14","12","9","15","12","14","12","11","13","19","16","13","13","15","18","14","12","14","12","13","14","12","15","16","15","15","","","",""
"2024-03-03","64","62","68","57","59","67","61","69","69","67","63","66","65","64","69","70","54","60","49","66","67","55","67","72","70","64","","","",""
"2024-03-04","37","38","45","28","31","40","37","39","49","33","32","34","43","39","40","40","32","30","35","37","40","35","35","41","39","34","","","",""
"2024-03-05","22","21","18","20","21","23","18","21","25","25","22","21","23","24","26","24","20","20","21","23","27","21","24","23","24","21","","","",""
"2024-03-06","7","7","3","7","7","8","5","5","6","9","9","7","7","8","8","7","8","7","8","7","10","7","7","8","8","7","","","",""
"2024-03-07","18","18","13","16","16","18","16","15","19","19","17","17","20","18","20","17","17","16","19","18","19","19","18","20","20","17","","","",""
"2024-03-08","22","22","19","20","20","24","22","21","24","22","20","22","25","22","25","24","21","19","24","24","24","23","22","25","24","21","","","",""
"2024-03-09","18","17","16","18","15","19","17","14","18","21","17","17","19","18","21","16","17","16","19","18","18","18","17","20","18","18","","","",""
"2024-03-10","17","17","17","16","13","17","18","14","16","20","18","18","16","17","21","16","17","17","17","16","16","17","15","19","19","19","","","",""
"2024-03-11","19","18","18","18","14","18","18","17","17","22","23","19","17","19","23","22","16","19","17","16","18","16","18","21","21","18","","","",""
"2024-03-12","21","20","22","18","21","21","19","22","20","22","25","20","20","22","25","26","19","20","17","22","23","17","21","20","20","20","","","",""
"2024-03-13","26","25","28","25","22","25","26","24","26","31","27","26","26","26","26","28","24","26","25","25","27","25","28","30","30","28","","","",""
"2024-03-14","36","34","40","34","32","33","37","34","34","40","40","37","38","35","41","38","33","35","33","36","36","32","39","39","39","38","","","",""
"2024-03-15","31","29","36","33","26","27","31","28","28","39","40","33","30","28","39","35","28","33","25","28","29","25","36","34","35","31","","","",""
"2024-03-16","31","30","40","30","26","29","35","27","23","36","38","32","28","29","35","35","31","39","24","27","31","27","30","32","34","35","","","",""
"2024-03-17","19","19","17","16","17","20","19","18","19","19","19","18","21","18","24","22","19","","19","18","18","20","22","20","20","19","","","",""
"2024-03-18","7","9","3","6","6","9","7","5","7","8","7","7","8","8","12","8","8","4","8","8","9","8","8","7","8","7","","","",""
"2024-03-19","26","26","24","22","24","25","25","25","25","28","27","23","27","24","41","30","24","26","25","26","26","25","28","27","28","25","","","",""
"2024-03-20","23","23","18","25","21","23","23","19","23","26","24","22","25","22","26","23","22","23","24","23","24","24","22","26","25","23","","","",""
"2024-03-21","20","20","18","20","17","21","20","18","20","24","21","19","21","19","24","21","19","21","21","20","20","21","20","22","22","22","","","",""
"2024-03-22","18","19","17","18","16","19","18","15","16","20","20","18","17","17","22","20","17","20","17","16","18","18","18","19","21","18","","","",""
"2024-03-23","25","28","26","19","23","26","23","27","23","21","24","23","26","21","30","31","24","26","25","22","23","25","26","24","24","23","","","",""
"2024-03-24","16","17","9","12","20","18","13","15","15","15","14","16","16","19","18","16","15","15","15","19","19","17","15","18","16","14","","","",""
"2024-03-25","7","8","3","7","7","9","6","4","8","8","8","6","9","7","12","6","7","8","7","6","8","6","7","9","8","7","","","",""
"2024-03-26","3","3","1","2","3","4","2","2","4","4","4","3","3","3","7","3","3","3","2","4","3","3","2","3","3","2","","","",""
"2024-03-27","15","14","14","12","15","17","12","17","17","14","17","13","17","14","23","19","13","15","12","15","17","12","20","14","14","13","","","",""
"2024-03-28","16","18","20","14","11","13","16","15","11","17","20","17","12","12","23","20","15","17","13","12","15","12","18","16","17","15","","","",""
"2024-03-29","41","46","46","33","43","41","39","41","34","48","47","33","39","32","49","49","34","46","40","32","44","38","47","36","42","39","","","",""
"2024-03-30","22","25","21","15","23","24","26","24","21","23","22","18","21","19","26","25","20","24","24","20","25","22","24","22","22","21","","","",""
"2024-03-31","11","12","7","10","10","13","11","10","10","13","11","10","11","12","16","12","11","11","12","11","12","12","11","12","13","11","","","",""
"2024-04-01","14","14","10","17","13","15","15","12","11","16","16","13","13","14","15","16","13","14","15","13","14","15","11","14","14","16","","","",""
"2024-04-02","22","24","23","22","17","22","22","20","16","25","26","21","20","21","25","26","21","25","22","18","23","24","22","25","25","23","","","",""
"2024-04-03","21","21","19","18","23","24","19","22","14","25","23","21","20","20","22","25","20","23","21","21","24","22","18","21","23","19","","","",""
"2024-04-04","15","14","9","15","18","16","12","12","14","16","16","14","14","15","18","14","14","14","13","17","19","14","15","15","17","14","","","",""
"2024-04-05","21","21","18","19","20","23","20","18","19","23","20","20","21","21","23","21","19","19","20","21","22","20","21","21","21","22","","","",""
"2024-04-06","39","37","42","30","41","40","40","42","35","39","33","38","34","43","42","43","34","34","33","44","45","40","35","42","44","42","","","",""
"2024-04-07","32","32","37","29","32","30","34","29","25","34","31","33","27","33","34","33","30","31","29","34","36","36","30","34","35","37","","","",""
"2024-04-08","28","29","31","25","25","30","27","30","24","29","27","27","28","27","30","32","25","27","27","28","31","28","26","29","29","29","","","",""
"2024-04-09","18","18","13","18","18","22","17","18","20","21","16","18","20","19","20","18","16","16","18","20","21","17","16","20","20","17","","","",""
"2024-04-10","18","18","17","15","17","20","18","17","18","21","16","18","18","17","21","20","16","17","18","17","19","18","17","19","18","18","","","",""
"2024-04-11","21","21","22","18","18","22","21","22","21","25","20","21","20","19","25","23","20","20","21","19","22","23","21","22","20","20","","","",""
"2024-04-12","24","25","25","20","21","22","25","22","20","28","24","25","20","23","25","25","25","24","23","21","23","26","22","26","24","26","","","",""
"2024-04-13","18","23","18","13","17","18","20","18","17","21","16","18","16","17","20","20","20","17","19","16","18","21","15","18","17","19","","","",""
"2024-04-14","22","25","21","19","22","23","23","24","20","25","19","24","20","23","23","23","24","21","22","21","24","25","19","23","22","23","","","",""
"2024-04-15","12","12","9","11","13","12","11","10","9","13","11","11","10","12","16","13","12","11","10","12","12","11","12","12","13","11","","","",""
"2024-04-16","29","32","31","18","29","29","25","36","30","27","28","26","27","26","40","35","26","30","23","27","29","26","35","31","26","26","","","",""
"2024-04-17","42","54","51","23","35","37","44","47","41","40","39","42","37","36","50","53","45","47","35","34","38","42","45","49","40","41","","","",""
"2024-04-18","28","33","28","20","25","27","26","31","29","33","30","26","23","23","34","32","28","32","26","22","25","28","31","30","24","27","","","",""
"2024-04-19","30","32","33","25","28","29","29","34","27","33","33","29","25","28","33","37","28","35","27","25","29","29","36","32","29","32","","","",""
